Gene Name,UTR5 Length,UTR5 GC Count,CDS Length,CDS GC Count,UTR3 Length,UTR3 GC Count,Transcript Size
Gm28360,275,114,573,216,643,217,1491
Gm28168,284,119,543,200,1803,570,2630
Gm7145,299,122,1083,387,412,145,1794
Gm29106,284,119,2094,716,1634,509,4012
Tsn,350,247,687,328,6026,2629,7063
Nifk,54,31,954,441,881,385,1889
Clasp1,748,374,4659,2379,2503,1194,7910
Tfcp2l1,95,68,1440,766,7734,3521,9269
Gli2,349,242,4635,2763,1653,814,6637
Inhbb,1162,871,1236,799,1857,920,4255
Ralb,267,187,621,333,1401,668,2289
Tmem185b,351,244,1053,558,1420,589,2824
Epb41l5,218,149,1515,708,5137,1946,6870
Ptpn4,729,500,2781,1142,7364,2530,10874
Tmem177,283,160,936,513,2122,997,3341
Cfap221,182,97,2511,1189,178,66,2871
Sctr,363,224,1395,773,254,136,2012
Tmem37,342,222,636,367,333,160,1311
Dbi,125,73,264,127,180,79,569
3110009E18Rik,35,24,381,167,72,22,488
Steap3,430,243,1467,871,3261,1612,5158
C1ql2,536,368,864,559,600,340,2000
Marco,247,120,1557,866,121,63,1925
En1,615,326,1206,807,803,376,2624
Insig2,466,286,678,319,1553,635,2697
Ccdc93,167,103,1890,956,5217,2454,7274
Htr5b,276,154,1113,650,546,260,1935
Ddx18,114,75,1983,952,161,57,2258
Dpp10,116,77,2403,1032,12778,4966,15297
Actr3,219,157,1257,565,1089,402,2565
Slc35f5,229,171,1575,704,929,356,2733
Gpr39,342,198,1371,730,978,486,2691
Lypd1,324,230,426,229,5714,2544,6464
Nckap5,376,202,5730,2895,1106,415,7212
Mgat5,602,370,2223,1146,5611,2705,8436
Tmem163,1919,1011,867,499,702,345,3488
Acmsd,73,32,1011,503,1633,651,2717
Ccnt2,64,51,2172,1073,4502,1773,6738
Map3k19,317,149,4548,2225,480,189,5345
Rab3gap1,39,29,2946,1429,1258,577,4243
Zranb3,1234,534,3210,1570,297,112,4741
R3hdm1,409,216,3408,1665,978,393,4795
Ubxn4,309,221,1521,703,2283,962,4113
Lct,15,8,5796,3085,363,176,6174
Mcm6,99,69,2466,1205,345,155,2910
Dars,142,91,1506,656,527,150,2175
Cxcr4,81,49,1080,564,644,219,1805
Thsd7b,291,182,4824,2486,1098,402,6213
Cd55b,51,30,1203,513,71,32,1325
Cd55,75,45,1173,535,1285,443,2533
Zp3r,96,41,1740,792,206,82,2042
C4bp,202,89,1410,659,1433,500,3045
Gm29427,99,59,1125,528,685,308,1909
Pfkfb2,34,19,1557,762,2834,1225,4425
Yod1,157,115,1032,546,4939,1736,6128
AA986860,329,183,1821,1029,759,368,2909
Fcamr,48,21,1608,865,87,40,1743
Pigr,180,89,2316,1212,1353,612,3849
Fcmr,191,90,1269,702,140,62,1600
Il24,115,54,663,333,381,178,1159
Il20,225,115,531,237,430,156,1186
Il19,112,55,531,256,492,205,1135
Il10,67,32,537,264,706,287,1310
Mapkapk2,301,249,1161,632,1392,764,2854
Dyrk3,184,139,1761,942,1219,507,3164
Eif2d,189,118,1659,876,305,142,2153
Rassf5,128,100,1242,737,2115,988,3485
Ikbke,389,211,2154,1196,708,368,3251
Srgap2,704,418,3216,1623,4106,1864,8026
Fam72a,798,442,450,191,943,337,2191
Avpr1b,502,272,1266,732,2255,1046,4023
Ctse,372,189,1194,641,560,230,2126
Rab7b,156,82,600,291,3742,1837,4498
Slc26a9,110,69,2373,1268,2256,1080,4739
Pm20d1,37,21,1512,784,5351,2472,6900
Slc41a1,1028,597,1539,897,2130,1049,4697
Rab29,304,164,615,320,307,140,1226
Nucks1,178,133,705,317,5115,1969,5998
Slc45a3,442,254,1662,1003,1236,599,3340
Elk4,343,248,1293,639,2797,1261,4433
Mfsd4a,73,59,1395,804,68,34,1536
Cdk18,300,210,1356,773,2699,1472,4355
Lemd1,73,42,390,204,501,246,964
Gm29695,68,44,102,52,5101,2604,5271
Gm10188,141,77,408,203,171,96,720
Klhdc8a,651,493,1053,608,2565,1301,4269
Nuak2,104,76,1896,1095,1107,512,3107
Tmcc2,163,90,1416,843,1190,629,2769
Dstyk,51,39,2784,1497,3447,1545,6282
Rbbp5,142,98,1617,772,1097,516,2856
Tmem81,569,251,780,401,402,185,1751
Cntn2,302,201,3123,1800,3752,2013,7177
Nfasc,507,295,4044,2266,376,207,4927
Lrrn2,621,429,2193,1312,614,329,3428
Mdm4,199,121,1470,634,5436,2323,7105
Pik3c2b,500,356,4899,2749,2529,1194,7928
Ppp1r15b,604,411,2094,1101,2896,1219,5594
Plekha6,131,66,3522,2082,3735,1909,7388
Golt1a,87,57,402,219,1376,656,1865
Gm28040,60,40,522,290,308,213,890
Kiss1,142,71,381,254,256,126,779
Ren1,196,102,1209,670,187,98,1592
Etnk2,192,132,1158,648,947,546,2297
Sox13,503,393,1842,1107,1348,744,3693
Snrpe,74,43,279,117,150,54,503
Zc3h11a,344,175,2379,1163,1672,658,4395
Gm38394,1721,845,2943,1275,5492,2376,10156
Lax1,398,210,1224,640,687,308,2309
Atp2b4,873,464,3618,1864,7234,3271,11725
Optc,138,66,1146,632,601,306,1885
Prelp,176,98,1137,642,2302,1206,3615
Fmod,337,178,1131,637,1652,861,3120
Btg2,67,39,477,279,2199,1046,2743
Chit1,228,125,1395,783,192,101,1815
Chil1,100,57,1170,623,417,205,1687
Mybph,47,23,1452,841,821,442,2320
Adora1,261,173,981,545,3726,1974,4968
Myog,67,43,675,407,753,369,1495
Ppfia4,405,249,3564,2100,2098,1159,6067
Tmem183a,109,82,1128,586,1912,776,3149
Mgat4f,278,104,1440,699,50,20,1768
Cyb5r1,258,164,918,498,661,313,1837
Adipor1,628,451,1128,623,1690,773,3446
Klhl12,141,103,1707,841,1560,665,3408
Rabif,36,26,372,208,2453,1127,2861
Mgat4e,371,187,1320,679,44,15,1735
Kdm5b,168,112,4635,2283,3911,1753,8714
Syt2,142,105,1269,679,5468,2764,6879
Ppp1r12b,158,102,2931,1549,5751,2935,8840
Ube2t,285,185,615,283,216,63,1116
Lgr6,136,108,2904,1762,3635,1642,6675
Ptpn7,118,68,1080,636,2063,1024,3261
Arl8a,154,131,561,294,998,490,1713
Gpr37l1,177,114,1446,851,646,327,2269
Elf3,98,63,1116,630,687,376,1901
Rnpep,76,54,1953,1107,259,133,2288
Timm17a,59,39,516,269,6705,2835,7280
Lmod1,203,123,1788,986,1957,1003,3948
Shisa4,276,200,594,359,893,483,1763
Ipo9,69,53,3123,1626,3055,1404,6247
Nav1,385,236,5628,3248,7104,3236,13117
Csrp1,134,78,582,324,1112,596,1828
Phlda3,330,242,378,250,727,406,1435
Tnni1,207,116,564,321,379,206,1150
Lad1,381,289,1587,905,1025,537,2993
Tnnt2,103,61,909,499,188,104,1200
Pkp1,195,145,2187,1246,2287,1121,4669
Igfn1,0,0,8550,4785,439,234,8989
Tmem9,132,79,552,314,1122,587,1806
Ascl5,0,0,567,374,0,0,567
Cacna1s,0,0,5559,3012,692,369,6251
Kif21b,333,244,4875,2792,3907,2130,9115
Mroh3,251,126,2682,1331,0,0,2933
Inava,159,100,2034,1299,795,403,2988
Gpr25,0,0,1077,766,0,0,1077
Camsap2,261,190,4419,2083,236,96,4916
Ddx59,164,118,1860,925,142,45,2166
Kif14,23,10,5025,2400,3895,1744,8943
Zfp281,169,114,2682,1327,2086,687,4937
Nr5a2,90,34,1620,815,149,60,1859
Ptprc,138,63,3465,1508,1099,376,4702
Atp6v1g3,28,15,357,175,1502,553,1887
Nek7,224,164,909,397,4125,1562,5258
Lhx9,448,231,1194,664,423,118,2065
2310009B15Rik,35,31,411,249,119,34,565
Dennd1b,160,135,2301,1132,5745,2206,8206
Crb1,167,89,4218,2027,1516,615,5901
Zbtb41,159,87,2727,1180,5475,1820,8361
Aspm,157,92,9369,4184,341,93,9867
F13b,44,19,2010,878,325,89,2379
Cfhr1,114,51,1032,415,647,206,1793
Gm4788,75,34,2640,1075,472,115,3187
Cfhr2,75,34,999,411,535,134,1609
Cfh,135,60,3759,1554,471,125,4365
Kcnt2,62,35,3408,1454,70,23,3540
Cdc73,269,211,1596,706,9721,3348,11586
B3galt2,801,355,1269,538,7218,2402,9288
Glrx2,104,77,471,236,2762,1159,3337
Ro60,169,114,1617,762,6952,2428,8738
Uchl5,129,93,990,408,577,188,1696
Rgs2,43,30,636,297,2342,991,3021
Rgs13,234,90,477,188,834,253,1545
Rgs1,205,92,630,244,3006,1102,3841
Rgs21,134,59,459,178,1081,330,1674
Rgs18,194,75,708,281,1129,323,2031
Brinp3,1368,635,2301,1088,354,106,4023
Pla2g4a,166,82,2247,984,443,136,2856
Ptgs2,193,108,1815,873,2445,801,4453
Pdc,108,49,735,324,403,136,1246
Odr4,413,253,1344,556,1516,597,3273
Tpr,106,72,7296,3294,28,11,7430
Prg4,25,15,3666,1860,572,164,4263
Hmcn1,0,0,16905,8234,1003,311,17908
Gm47985,73,37,903,516,731,348,1707
Gm8947,42,24,906,516,731,352,1679
Gm47995,0,0,903,518,0,0,903
3110040M04Rik,42,24,903,518,0,0,945
Gm47996,39,23,903,516,0,0,942
Ivns1abp,525,289,1929,858,1057,383,3511
Swt1,204,122,2724,1058,760,294,3688
Trmt1l,335,205,2187,1066,227,75,2749
Rnf2,279,153,1011,456,1911,656,3201
Fam129a,157,105,2781,1463,3593,1576,6531
Edem3,193,145,2796,1333,3338,1274,6327
1700025G04Rik,323,208,366,158,8870,4141,9559
Tsen15,98,72,507,250,528,233,1133
Colgalt2,308,214,1878,1014,1907,804,4093
Rgl1,207,156,2307,1201,2058,926,4572
Apobec4,244,112,1125,534,197,57,1566
Arpc5,183,131,456,244,1275,510,1914
Ncf2,1095,543,1578,837,877,377,3550
Smg7,85,69,3405,1654,2277,1082,5767
Nmnat2,111,64,924,500,3591,1737,4626
Lamc2,308,199,3582,1956,1274,568,5164
Lamc1,247,187,4824,2660,2551,1195,7622
Shcbp1l,62,47,1920,978,110,33,2092
Dhx9,98,58,4152,1871,311,95,4561
Npl,414,244,963,487,358,99,1735
Rgs8,515,317,543,292,7416,3673,8474
Rgs16,120,79,606,325,1613,848,2339
Rnasel,619,311,2208,1059,111,48,2938
Rgsl1,28,18,3222,1461,392,192,3642
Teddm2,69,37,783,390,802,370,1654
Teddm1b,102,36,921,462,1504,622,2527
Teddm1a,50,23,918,462,349,184,1317
Glul,129,79,1122,607,1541,688,2792
Zfp648,299,158,1578,938,15,7,1892
Cacna1e,437,234,6822,3612,7662,3357,14921
Ier5,206,121,927,665,2143,927,3276
Mr1,97,41,1026,506,1389,567,2512
Stx6,178,139,768,405,3643,1801,4589
BC034090,215,170,3609,2114,1049,571,4873
Xpr1,95,72,2088,958,5309,2234,7492
Acbd6,516,373,849,442,4227,1767,5592
Lhx4,150,80,1173,661,4191,2019,5514
Qsox1,90,55,2247,1279,1011,552,3348
Cep350,420,321,9288,4347,3599,1529,13307
Tor1aip1,192,121,1731,928,2311,940,4234
Tor1aip2,1206,727,1509,826,3403,1408,6118
Fam163a,444,280,507,296,2931,1451,3882
Tdrd5,358,277,3123,1487,278,87,3759
Nphs2,61,39,1158,632,1897,802,3116
Axdnd1,0,0,3336,1480,225,106,3561
Gm2000,38,21,372,202,35,17,445
Soat1,214,148,1623,762,6534,2778,8371
Abl2,0,0,3549,1930,0,0,3549
Tor3a,51,35,1158,672,2076,981,3285
Fam20b,423,282,1230,620,2879,1310,4532
Ralgps2,119,68,1773,820,1454,648,3346
Angptl1,702,329,1473,698,476,132,2651
Tex35,81,42,627,274,204,103,912
Rasal2,657,519,3861,1929,5529,2263,10047
Cryzl2,16,11,1053,588,549,269,1618
Sec16b,430,225,3156,1690,1075,472,4661
Brinp2,886,515,2352,1293,929,456,4167
Astn1,279,178,3885,2090,3031,1288,7195
Pappa2,929,406,5370,2808,3219,1363,9518
Cop1,112,86,2202,1048,2802,1042,5116
Tnr,609,318,4077,2196,7516,3303,12202
4930523C07Rik,605,353,300,150,4747,2151,5652
Tnn,132,77,4683,2605,1002,428,5817
Mrps14,52,32,387,197,2560,959,2999
Cacybp,208,151,690,283,1200,414,2098
Rabgap1l,253,178,2448,1072,47,19,2748
Gpr52,221,113,1086,484,330,113,1637
Rc3h1,432,254,3393,1667,7181,2668,11006
Serpinc1,172,83,1398,741,3400,1501,4970
Zbtb37,300,158,1515,745,16999,6886,18814
Dars2,542,291,1962,945,1115,438,3619
Cenpl,679,360,1038,432,279,114,1996
Klhl20,205,119,1815,917,2052,820,4072
Ankrd45,0,0,849,406,0,0,849
Tex50,128,43,570,261,494,205,1192
Prdx6,103,73,675,351,1609,715,2387
Tnfsf4,173,92,597,285,1072,411,1842
Tnfsf18,58,28,522,213,1486,572,2066
Fasl,210,105,840,411,887,338,1937
Suco,310,221,3765,1545,2252,796,6327
4930558K02Rik,130,65,549,246,304,120,983
Pigc,1223,554,894,440,2090,835,4207
Dnm3,211,140,2580,1305,1810,745,4601
Eef1aknmt,295,185,2097,1180,2149,1004,4541
Vamp4,244,166,426,176,791,268,1461
Myoc,109,64,1473,817,492,240,2074
Myocos,104,47,432,212,245,96,781
Prrc2c,286,173,8541,4148,2675,1084,11502
Fmo4,230,109,1683,773,770,325,2683
Fmo1,378,170,1599,770,411,168,2388
Fmo2,47,21,1608,805,2411,948,4066
Fmo6,92,34,1599,787,0,0,1691
Fmo3,63,29,1605,776,378,135,2046
Mroh9,139,56,2676,1137,141,38,2956
Prrx1,1075,525,738,422,3139,1136,4952
Gorab,86,55,1107,568,1345,496,2538
Mettl11b,177,88,852,417,761,304,1790
Kifap3,288,205,2382,1045,1276,502,3946
Scyl3,472,323,2208,1099,1688,642,4368
BC055324,76,48,2712,1234,391,142,3179
Mettl18,381,189,1089,475,43,16,1513
Sele,115,56,1860,954,937,373,2912
Sell,104,63,1119,545,976,393,2199
Selp,123,57,2307,1233,1008,463,3438
F5,125,80,6552,3100,753,255,7430
Slc19a2,207,156,1497,811,1867,767,3571
Ccdc181,201,116,1530,712,178,87,1909
Blzf1,381,182,1212,566,837,306,2430
Nme7,300,150,1188,546,252,98,1740
Atp1b1,498,369,915,463,1167,445,2580
Dpt,88,45,606,320,1030,475,1724
Xcl1,37,21,345,175,141,45,523
Tbx19,211,109,1341,731,1108,558,2660
Sft2d2,136,106,480,253,4919,2318,5535
Tiprl,110,79,816,356,3454,1470,4380
Gpr161,231,117,1587,880,5044,2434,6862
Dcaf6,238,174,2631,1238,1241,486,4110
Mpc2,366,253,384,187,275,106,1025
Adcy10,213,98,4845,2292,152,74,5210
Mpzl1,136,101,813,436,1336,633,2285
Rcsd1,152,109,1239,711,1231,584,2622
Creg1,39,25,663,379,1461,677,2163
Cd247,140,83,495,272,997,504,1632
Pou2f1,69,36,2277,1242,56,33,2402
Dusp27,151,80,3417,1900,477,229,4045
Gpa33,324,192,960,520,1231,658,2515
Mael,78,57,1305,612,163,52,1546
Ildr2,237,188,1986,1205,6028,2677,8251
Tada1,306,223,1008,528,901,347,2215
Pogk,375,211,1845,980,6472,2807,8692
Gm4846,68,30,1617,771,59,24,1744
Gm4847,200,106,1614,754,1198,413,3012
Fmo9,212,92,1620,783,1233,477,3065
Fam78b,149,125,786,457,4051,1853,4986
Uck2,446,324,786,434,3499,1788,4731
Tmco1,486,337,567,263,520,178,1573
Aldh9a1,245,159,1557,839,1033,448,2835
Mgst3,98,64,462,258,537,236,1097
Lrrc52,66,35,945,482,132,62,1143
Rxrg,368,223,1392,765,350,164,2110
Lmx1a,218,129,1149,643,1980,889,3347
Pbx1,393,205,1293,697,5190,2180,6876
Nuf2,158,89,1392,581,855,348,2405
Rgs5,77,37,546,268,3473,1380,4096
Rgs4,119,60,618,300,2204,934,2941
Ccdc190,411,229,867,434,453,211,1731
Hsd17b7,109,68,1005,513,3498,1443,4612
Ddr2,477,244,2565,1325,5548,2302,8590
Uap1,240,172,1566,746,477,182,2283
Uhmk1,157,123,1260,660,6447,2698,7864
Sh2d1b2,122,64,399,185,2021,894,2542
Sh2d1b1,56,31,399,183,2089,900,2544
Gm7694,67,31,813,469,2947,1500,3827
Nos1ap,497,385,1512,851,1013,523,3022
Spata46,79,46,615,336,77,30,771
Olfml2b,390,236,2241,1223,464,183,3095
Atf6,70,43,1971,967,5205,2321,7246
Dusp12,133,84,1020,546,221,86,1374
Gm26620,44,32,351,241,422,195,817
Fcrlb,0,0,1284,797,0,0,1284
Fcrla,43,20,1062,573,574,212,1679
Fcgr2b,124,63,1023,530,2397,1017,3544
Fcgr4,60,28,750,370,446,207,1256
Fcgr3,50,20,804,407,493,236,1347
Cfap126,282,139,570,300,182,82,1034
Sdhc,25,14,510,273,2636,1258,3171
Mpz,168,86,747,420,1087,591,2002
Pcp4l1,249,172,207,112,1121,550,1577
Nr1i3,210,121,1077,568,127,76,1414
Tomm40l,275,150,927,522,3510,1787,4712
Apoa2,96,50,309,156,113,63,518
Fcer1g,120,81,261,137,293,136,674
Ndufs2,34,20,1392,748,197,103,1623
Adamts4,390,206,2538,1521,1458,695,4386
B4galt3,393,217,1188,686,517,273,2098
Ppox,322,178,1434,818,65,35,1821
Usp21,314,185,1701,981,263,117,2278
Ufc1,175,94,504,261,328,158,1007
Dedd,479,317,957,523,1127,534,2563
Nit1,208,123,873,461,1960,931,3041
Pfdn2,42,27,465,264,1228,537,1735
Klhdc9,137,81,1053,620,368,154,1558
Nectin4,316,198,1527,898,1793,898,3636
Arhgap30,313,201,3282,1791,899,365,4494
Usf1,213,127,933,519,1021,568,2167
Tstd1,39,26,402,220,110,44,551
F11r,106,67,903,475,1509,719,2518
Alyref2,179,105,657,386,437,153,1273
Itln1,80,46,942,488,119,54,1141
Cd244a,132,73,1194,571,2434,1075,3760
Ly9,87,39,1965,968,436,207,2488
Slamf7,451,218,1002,470,2522,1142,3975
Cd48,84,41,723,317,379,140,1186
Slamf1,100,58,1032,512,1561,640,2693
Cd84,180,87,990,431,2121,851,3291
Gm10521,460,185,408,200,1706,709,2574
Slamf6,171,72,996,461,1318,545,2485
Vangl2,1320,819,1566,921,3642,1732,6528
Nhlh1,458,243,402,258,1604,845,2464
Ncstn,113,72,2127,1111,661,316,2901
Copa,381,247,3675,1818,566,242,4622
Pex19,24,14,900,497,993,504,1917
Dcaf8,1163,622,1776,944,1717,841,4656
Pea15a,210,154,393,202,1898,948,2501
Casq1,178,106,1218,624,451,226,1847
Atp1a4,86,43,3099,1551,285,144,3470
Igsf8,169,125,1836,1152,273,135,2278
Atp1a2,172,104,3063,1704,2992,1436,6227
Kcnj9,313,182,1182,755,2362,1269,3857
Kcnj10,242,164,1140,629,4025,1891,5407
Pigm,153,108,1272,700,6129,2415,7554
Slamf9,139,72,858,434,316,156,1313
Igsf9,325,192,3540,2124,340,165,4205
Tagln2,314,202,600,341,672,342,1586
Cfap45,135,87,1656,896,117,55,1908
Vsig8,134,89,1254,768,413,251,1801
Slamf8,136,70,837,466,686,328,1659
Fcrl6,91,53,807,379,1014,415,1912
Dusp23,80,53,453,285,877,445,1410
Crp,82,41,678,323,935,349,1695
Apcs,154,72,675,297,142,56,971
Olfr16,1129,463,930,413,631,217,2690
Olfr1408,286,114,933,428,2234,802,3453
Olfr1406,569,217,933,426,1647,558,3149
Olfr218,644,271,942,435,2037,708,3623
Olfr1404,755,306,942,429,1989,765,3686
Fcer1a,39,24,753,331,206,75,998
Olfr418,570,239,933,422,2885,1123,4388
Mptx2,55,27,660,292,79,23,794
Ackr1,92,53,1005,524,56,14,1153
Cadm3,201,145,1191,639,3763,1973,5155
Aim2,752,346,1065,451,1022,417,2839
Ifi206,75,32,2766,1268,206,60,3047
Ifi214,306,135,660,279,1922,727,2888
Ifi213,315,134,408,159,1957,702,2680
Ifi209,259,112,1263,518,1917,723,3439
Ifi208,295,136,1767,826,928,375,2990
Ifi207,180,83,2937,1302,305,101,3422
Ifi204,129,60,1860,780,307,93,2296
Mndal,244,98,1617,658,165,38,2026
Ifi211,253,121,1278,548,254,69,1785
Ifi203,251,95,1230,491,2129,789,3610
Ifi202b,124,59,1338,506,235,69,1697
Ifi205,152,64,1215,500,246,66,1613
Olfr433,508,211,945,492,1515,574,2968
Olfr432,155,67,939,458,3439,1324,4533
Olfr430,899,329,954,435,2020,711,3873
Olfr429,208,89,939,445,1363,418,2510
Olfr427,101,40,948,432,2817,1107,3866
Olfr231,400,180,924,425,3880,1345,5204
Olfr424,130,56,948,411,564,158,1642
Olfr420,385,158,966,467,2455,879,3806
Spta1,165,69,7248,3533,993,315,8406
Olfr419,273,124,942,452,1470,579,2685
Mptx1,55,27,660,300,84,25,799
Olfr417,526,204,930,420,4624,1671,6080
Olfr248,25,10,930,419,55,14,1010
Olfr414,208,93,954,480,3364,1225,4526
Olfr220,633,267,978,451,1675,575,3286
Fmn2,221,158,4737,2565,1484,527,6442
Grem2,248,164,507,295,2990,1317,3745
Rgs7,176,116,1410,648,527,231,2113
Fh1,62,38,1524,759,1050,460,2636
Kmo,224,100,1440,682,1031,432,2695
Opn3,240,179,1203,669,470,187,1913
Chml,788,455,1866,827,4251,1505,6905
Wdr64,194,80,3255,1463,368,174,3817
Exo1,358,218,2514,1245,4924,2173,7796
Gm38100,41,19,1344,725,404,188,1789
Pld5,424,290,1611,792,1522,565,3557
Rbm8a2,205,96,525,268,608,169,1338
Cep170,212,140,4737,2174,2018,686,6967
Sdccag8,329,201,2154,1045,293,136,2776
Akt3,218,140,1440,602,3248,1426,4906
Zbtb18,1282,504,1569,848,2093,745,4944
1700016C15Rik,170,93,438,197,160,62,768
Adss,117,79,1371,616,1283,479,2771
Catspere1,119,73,2871,1170,445,97,3435
Catspere2,81,50,2946,1216,399,100,3426
Desi2,384,283,585,260,7833,3328,8802
Cox20,40,31,354,153,77,25,471
Hnrnpu,226,163,2403,1217,5011,1744,7640
Efcab2,0,0,495,211,3085,1273,3580
Kif26b,438,258,6339,3742,6972,3301,13749
Smyd3,83,49,1287,680,5501,2503,6871
Tfb2m,136,73,1191,542,1122,425,2449
Cnst,299,200,2136,1181,2274,1018,4709
Sccpdh,146,113,1290,597,512,208,1948
Kif28,71,29,3105,1605,362,182,3538
Ahctf1,335,249,6732,3015,1439,549,8506
Cdc42bpa,525,177,5199,2327,3437,1613,9161
Coq8a,157,112,1938,1088,1931,927,4026
Psen2,104,57,1347,775,569,281,2020
Itpkb,494,306,2829,1679,2912,1525,6235
Stum,138,105,426,266,5942,3091,6506
Parp1,105,73,3045,1629,723,338,3873
Lin9,169,135,1677,738,1314,471,3160
Mixl1,22,14,696,439,1576,659,2294
Acbd3,59,43,1578,833,1834,716,3471
H3f3a,185,123,411,212,2245,891,2841
Sde2,46,28,1347,752,1820,710,3213
Lefty2,76,41,1107,695,1290,537,2473
Pycr2,171,105,963,592,446,233,1580
Lefty1,88,51,1107,694,425,204,1620
Tmem63a,115,78,2415,1319,776,419,3306
Ephx1,148,95,1368,720,225,110,1741
9130409I23Rik,82,50,963,409,853,319,1898
Nvl,97,69,2568,1177,6727,3104,9392
Cnih4,62,47,420,186,2786,1246,3268
Wdr26,541,432,1926,990,4578,1798,7045
Cnih3,796,508,483,250,1389,664,2668
Ccdc121,66,33,972,517,781,287,1819
Dnah14,0,0,13791,6027,0,0,13791
Lbr,106,71,1881,977,1523,505,3510
Enah,127,104,2415,1342,347,152,2889
Srp9,154,113,261,126,952,381,1367
Vmn1r1,371,154,921,442,2474,967,3766
Degs1,101,76,972,464,975,412,2048
Fbxo28,29,13,1107,616,3789,1634,4925
Trp53bp2,252,186,3405,1762,704,286,4361
Capn2,170,131,2103,1139,952,399,3225
Capn8,49,30,2112,1134,245,123,2406
Ccdc185,58,39,1866,1112,131,54,2055
Susd4,146,97,1473,828,1364,676,2983
Tlr5,287,174,2622,1260,290,147,3199
Disp1,395,234,4566,2535,23,9,4984
Brox,194,110,1236,585,2000,816,3430
Aida,470,321,918,395,2891,1179,4279
Mia3,0,0,2346,1135,615,222,2961
Taf1a,110,67,1362,613,0,0,1472
Hhipl2,50,29,2154,1193,321,167,2525
Dusp10,227,124,1452,779,1113,447,2792
1700056E22Rik,138,101,705,470,124,49,967
Hlx,478,283,1431,901,369,196,2278
Mtarc1,68,44,1023,600,948,409,2039
Mtarc2,64,44,1017,572,836,354,1917
C130074G19Rik,227,147,426,282,2382,1251,3035
Mark1,98,84,2388,1256,1735,788,4221
Rab3gap2,125,93,4164,2099,2763,1118,7052
Iars2,109,78,3039,1552,2323,953,5471
Bpnt1,122,79,927,499,1151,428,2200
Eprs,154,108,4539,2141,213,66,4906
Slc30a10,216,154,1413,821,4207,1823,5836
Lyplal1,60,47,720,350,798,310,1578
Tgfb2,1215,696,1245,637,2656,1066,5116
Rrp15,50,28,846,436,425,184,1321
D1Pas1,460,290,1983,1006,769,301,3212
Spata17,180,92,1140,520,232,118,1552
Gpatch2,113,72,1584,867,2850,1295,4547
Esrrg,170,92,1377,707,3746,1462,5293
Ush2a,0,0,15582,8080,113,43,15695
Kctd3,228,175,2448,1329,1030,436,3706
Kcnk2,267,101,1281,667,0,0,1548
Cenpf,143,78,8994,3907,1993,830,11130
Ptpn14,536,368,3570,2008,6640,3264,10746
Smyd2,84,68,1302,723,294,147,1680
Prox1,514,327,2214,1165,5185,2094,7913
Rps6kc1,110,79,3171,1717,714,360,3995
Angel2,208,146,1635,774,1871,777,3714
Vash2,428,292,1068,603,2536,1174,4032
Flvcr1,65,50,1683,923,2292,864,4040
Spata45,112,55,294,142,37,13,443
Tatdn3,75,50,885,443,282,118,1242
Nsl1,8,6,846,462,4025,1954,4879
Batf3,134,107,357,216,310,180,801
Fam71a,373,206,1758,887,103,49,2234
Atf3,252,169,546,277,1186,590,1984
Nenf,102,68,516,326,124,67,742
Pacc1,129,87,1053,575,1064,495,2246
Ppp2r5a,625,493,1461,667,1002,493,3088
Dtl,144,97,2190,1041,1878,716,4212
Ints7,222,149,2901,1514,2224,1006,5347
Lpgat1,399,307,1113,522,5721,2351,7233
Nek2,202,140,1332,694,1693,793,3227
Slc30a1,240,187,1512,875,3492,1362,5244
Rd3,356,200,588,380,2780,1326,3724
Traf5,305,198,1659,898,0,0,1964
Rcor3,164,123,1656,876,24,12,1844
Kcnh1,234,189,2970,1622,4038,1987,7242
Hhat,283,183,1500,830,1056,502,2839
Sertad4,331,244,1134,597,1885,800,3350
Syt14,140,101,1668,777,6074,2514,7882
Utp25,122,69,2307,1156,3141,1491,5570
Irf6,192,134,1404,768,2517,1029,4113
A130010J15Rik,302,150,792,413,2699,1101,3793
Traf3ip3,417,212,1542,822,163,57,2122
Lamb3,992,500,3507,2015,368,193,4867
Hsd11b1,367,201,879,423,377,135,1623
G0s2,257,158,312,199,302,134,871
Camk1g,153,79,1434,763,882,483,2469
Plxna2,647,416,5685,3017,4708,2059,11040
Cd34,147,105,1149,578,1158,526,2454
Cd46,24,11,1098,452,5166,1993,6288
Cr1l,256,125,1323,591,72,24,1651
Cr2,0,0,4227,1839,0,0,4227
Fam171a1,174,146,2679,1449,1296,569,4149
Nmt2,40,33,1497,699,625,242,2162
Rpp38,127,80,843,381,72,19,1042
Acbd7,42,21,267,123,222,76,531
Olah,543,257,798,354,423,196,1764
Meig1,287,123,267,115,152,54,706
Dclre1c,68,43,2118,999,283,106,2469
Suv39h2,85,58,1434,700,2808,1102,4327
Hspa14,124,78,1530,742,141,34,1795
Gm45902,529,299,1086,588,2699,1192,4314
Cdnf,62,38,564,293,2387,1033,3013
Fam107b,235,154,396,186,2525,1050,3156
Frmd4a,206,114,3129,1730,2873,1322,6208
Prpf18,105,64,1029,468,2388,1027,3522
Bend7,87,68,1305,636,910,380,2302
Sephs1,378,260,1179,603,3762,1567,5319
Phyh,51,31,1017,493,370,134,1438
Ucma,101,50,417,227,329,161,847
Mcm10,530,241,2658,1350,1679,779,4867
